uid,source,label,diacritic,sentence,original,translation,gloss,simple,Arg. Str.,ellipsis,filler-gap,control/raising,island effects,NPI/NCI,verbal agr.,binding,morphology,nominal structure,quantifier
189,ChatGPT,0,*,彼女は全然誰もの提案を受け入れなかった。,彼女は全然誰もの提案を受け入れなかった。,She didn't accept anyone's suggestion at all.,She-TOP at all who-MO-GEN suggestion-ACC accept-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2239,ChatGPT,1,,良子は自分の料理スキルを向上させたいと思っている。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
757,ChatGPT,1,,達也は自分の研究に没頭した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2542,ChatGPT,0,,犬は彼に散歩に行かせる。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1511,ChatGPT,0,,どの科目を彼女がどの教科書を使ったか聞いたことがありますか？,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1170,ChatGPT,1,,彼は車を運転し始めた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2164,ChatGPT,1,,今日会った古い友人との再会は心温まるものだった。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38,ChatGPT,1,g,誰もその問題を理解しなかった。,誰もその問題を理解しなかった。,Nobody understood that issue.',no one that issue-ACC understand-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2304,ChatGPT,1,,彼は一切のスナックを食べない。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2438,ChatGPT,1,,子供たちは映画を見て笑っている。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
375,ChatGPT,0,*,彼女が先週行った公園は広いが、彼が行ったは狭い。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1952,ChatGPT,0,,彼女は彼ので待っている。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
627,ChatGPT,0,,ジュースが冷たく冷やされ温まった。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1403,ChatGPT,0,,彼女が店員をお呼びになる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2280,ChatGPT,1,,翔平は自分の健康に気を使い始めた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1809,ChatGPT,0,,どこで彼が休んだか場所は静かではない。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
912,ChatGPT,1,,彼は一週間で5キロ走った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1464,ChatGPT,0,,この回答は小さいです。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2021,ChatGPT,1,,彼女は学生です。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1500,ChatGPT,0,,あの男性は平らです。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1209,ChatGPT,0,,彼は早起きしようとで決めた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
409,ChatGPT,0,*,私が昨日参加した会議は有意義だったが、父が参加したは無駄だった。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1757,ChatGPT,0,,彼女は全然何もの料理も試さなかった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1049,ChatGPT,0,,その店には商品が100点看板だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2598,ChatGPT,0,,花を見る彼女に植えられる。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1069,ChatGPT,0,,彼女が飲んだのはワインを二本ビールだ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2402,ChatGPT,1,,私は昨日友達と映画を見た。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
654,ChatGPT,0,,芝生が緑豊かに刈られ伸びた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
579,ChatGPT,0,,話題が楽しく交わされ終わった。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
673,ChatGPT,0,,ガーデンが美しく整備され荒れた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
884,ChatGPT,0,,理恵は自分の才能をに発揮した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1083,ChatGPT,0,,彼が絵を二杯描いた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2076,ChatGPT,1,,この映画は面白いです。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2545,ChatGPT,0,,人のことに出しにくい口について議論した。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
337,ChatGPT,0,*,彼女は歌を聞かなかったが、彼は友達が推薦するを聞いた。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
908,ChatGPT,1,,彼は全員に挨拶をした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2461,ChatGPT,1,,彼女は昼休みに散歩をした。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1250,ChatGPT,0,,彼は新しい仕事をで探そうとしている。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1533,ChatGPT,0,,翔は明日香がどのようにして彼の信頼を裏切ったのか疑っているの？,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2224,ChatGPT,1,,そのレシピの料理法は簡単で美味しい。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
973,ChatGPT,1,,彼女はその詩を全て暗記した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2417,ChatGPT,1,,彼女は友達とカラオケに行った。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1061,ChatGPT,0,,彼女が訪れたのは国を4つ町だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1330,ChatGPT,1,,高橋さんが上司に出張の結果をご報告した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
174,ChatGPT,0,*,彼女は一切のアドバイスを全然受け入れなかった。,彼女は一切のアドバイスを全然受け入れなかった。,She didn't accept any advice at all.,She-TOP any advice-ACC at all accept-NEG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
943,ChatGPT,1,,その店にはテーブルが10個ある。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
308,ChatGPT,1,*,シェフは新しいメニューを導入すると発表した。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1544,ChatGPT,0,,明美は哲郎がなぜ彼女の提案を却下したのか傷ついているの？,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
413,ChatGPT,0,*,彼が先週試したスポーツはエキサイティングだが、彼女が試したは退屈だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1731,ChatGPT,1,,彼女のアドバイスは的確で役に立つ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1751,ChatGPT,0,,私は全く彼の何もの提案も受け入れなかった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2284,ChatGPT,1,,敦史は自分の子供たちとキャンプに行った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
523,ChatGPT,1,,学生たちは新しいプロジェクトを始めるのを計画している。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2134,ChatGPT,1,,先週終えたプロジェクトは大成功だった。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,ChatGPT,0,,彼女は上手な弾く。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
422,ChatGPT,0,*,私はその安いより高品質な靴を買った。,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,ChatGPT,0,*,私は買い物に行かなかったが、彼は妹が行くを行った。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
945,ChatGPT,1,,彼女は花を一束贈った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2270,ChatGPT,1,,裕太郎は自分の仕事に誇りを持っている。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2448,ChatGPT,1,,母が夕食を作った。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1123,ChatGPT,1,,この問題は解きにくい。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1394,ChatGPT,0,,友人が教授をお祝いになる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1406,ChatGPT,0,,学生がアルバイトの先輩をご敬愛になる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1777,ChatGPT,0,,彼は決して何もの書を書かなかった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2120,ChatGPT,1,,先週末に行った展示会は目を見張るものがあった。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172,ChatGPT,1,,このゲームは難しすぎる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1843,ChatGPT,0,,学校にあるのは速いの図書館だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1474,ChatGPT,0,,この意見が泣いています。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2572,ChatGPT,0,,猛獣に餌をやる時間が今になる。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1494,ChatGPT,0,,彼女は狭いです。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1319,ChatGPT,1,,彼女がチームメイトにアイデアをお聞きした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
401,ChatGPT,0,*,彼が昨夜見た映画は怖かったが、彼女が見たは面白くなかった。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1797,ChatGPT,0,,どのように彼が解決したか方法は古い。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1568,ChatGPT,1,,子供たちがどのゲームを好むか親は予想できない。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1340,ChatGPT,1,,彼女は先週の金曜日に病院に行ったよ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
600,ChatGPT,0,,ソファが快適に使われ移動された。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2530,ChatGPT,0,,猫は彼に餌をやる。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,ChatGPT,0,,彼女が石鹸に洗った。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2606,ChatGPT,0,,彼に運転された車。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
378,ChatGPT,0,*,彼女が今朝作った朝食は健康的だが、彼が作ったは不健康だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1352,ChatGPT,1,,私たちは昨日のコンサートを楽しみましたよ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1891,ChatGPT,0,,私は泳ぐ上手だけど。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1003,ChatGPT,0,,彼女がメールを3輪送った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
721,ChatGPT,1,,昌平は自分の計画を実行に移した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1798,ChatGPT,0,,どこで彼女がこれを見つけたか場所は秘密だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,ChatGPT,1,g,私たちは一切の手紙を受け取らなかった。,私たちは一切の手紙を受け取らなかった。,We didn't receive any letters at all.',we-TOP any letters-ACC receive-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1400,ChatGPT,0,,子供が親をご指導になる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1033,ChatGPT,0,,彼女が歌ったのは歌を5曲ダンスだ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
548,ChatGPT,1,,彼女は新しいプログラムを学ぶのを始めた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
917,ChatGPT,1,,彼はその試験で一問も間違えなかった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1275,ChatGPT,0,,この料理はが辛い。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1410,ChatGPT,0,,彼が兄弟をお招きになる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1025,ChatGPT,0,,この部屋には椅子が5つ机だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
272,ChatGPT,1,*,私がこの街で一番好きなカフェは古い図書館を改装したものだ。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1726,ChatGPT,1,,その本は詳細で役立つ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1839,ChatGPT,0,,そこに立っているのは青いの音楽家だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1861,ChatGPT,0,,彼らは病院をした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
381,ChatGPT,0,*,彼女が昨日話した話は面白いが、友達が話したは退屈だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2088,ChatGPT,0,,どの科目を彼女がどの先生が教えたか分かりますか？,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,ChatGPT,1,g,彼女は全然質問しなかった。,彼女は全然質問しなかった。,She didn't ask any questions at all.',she-TOP at-all questions-ACC ask-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1292,ChatGPT,1,,彼が同僚に協力をお願いしました。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1055,ChatGPT,0,,彼女が買ったのは花を10本木だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1587,ChatGPT,1,,佐々木さんがどの店で買い物をするか友達は予想できない。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1622,ChatGPT,1,,犬がどこで骨を隠すか猫は気にしない。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,ChatGPT,1,*,シェフは新しいレシピを試すと発表した。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2077,ChatGPT,1,,彼女は中国語が話せます。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1317,ChatGPT,1,,私がお客様に新商品をご案内いたした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
34,ChatGPT,1,g,誰も彼の計画に疑問を持たなかった。,誰も彼の計画に疑問を持たなかった。,Nobody doubted his plan.',no one his plan-DAT doubt-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
611,ChatGPT,0,,星座が美しく眺められ忘れられた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1006,ChatGPT,0,,彼女がスカートを2台履いた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
474,ChatGPT,1,,彼は新しい計画を立てるのを試みた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414,ChatGPT,0,*,彼女が昨日聞いた話は興味深かったが、友達が聞いたはありふれていた。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
650,ChatGPT,0,,カフェが居心地良く開かれ閉められた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2251,ChatGPT,1,,陽子は彼女の花壇に新しい花を植えた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2391,ChatGPT,1,,その公園は広くて緑が多い。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1331,ChatGPT,1,,彼が顧客に製品の特長をご紹介した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1923,ChatGPT,0,,彼がボタンに押した。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
990,ChatGPT,0,,子どもが絵本を3人読んだ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2327,ChatGPT,1,,彼は新しい本を読み始めた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
639,ChatGPT,0,,本が丁寧に整理され乱れた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
573,ChatGPT,0,,約束が守られ破られた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2490,ChatGPT,1,,私たちはキャンプを楽しんだ。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2254,ChatGPT,1,,真樹は自分のプロジェクトを成功させた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2018,ChatGPT,0,,その本は面白いだった。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2027,ChatGPT,1,,彼は医者です。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2638,ChatGPT,0,,彼女に作られるケーキが食べる。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,ChatGPT,1,,彼女は猫が好きだ。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
385,ChatGPT,0,*,私が昨日会った教師は優秀だが、友達が会ったは普通だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
633,ChatGPT,0,,木が力強く伸ばされ切られた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1222,ChatGPT,0,,この問題はが解決しにくい。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1411,ChatGPT,0,,子供が教師をお送りになる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1981,ChatGPT,0,,猫は可愛いだろう。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2075,ChatGPT,1,,彼女はピアノを弾きます。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,ChatGPT,0,*,今日は誰が犬にも触れなかった。,今日は誰が犬にも触れなかった。,"Today, nobody even touched the dog.",Today-TOP who-NOM dog-DAT also touch-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1246,ChatGPT,0,,彼女の声にを耳を傾ける。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
782,ChatGPT,0,,敏郎は自分の子供たちをで学校に送った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
300,ChatGPT,1,*,先生は生徒に宿題を提出するように言った。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,ChatGPT,1,g,誰もそのアイデアを気に入らなかった。,誰もそのアイデアを気に入らなかった。,Nobody liked that idea.',no one that idea-ACC like-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
54,ChatGPT,1,g,彼は一切のコーヒーを飲まなかった。,彼は一切のコーヒーを飲まなかった。,He didn't drink any coffee whatsoever.',he-TOP any coffee-ACC drink-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1614,ChatGPT,1,,店員がどの果物を勧めるかお客さんは気にしない。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2129,ChatGPT,1,,最近始めたダイエットは順調に進んでいる。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
849,ChatGPT,0,,翔子は自分の夢をこ大切にした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
