uid,source,label,diacritic,sentence,original,translation,gloss,simple,Arg. Str.,ellipsis,filler-gap,control/raising,island effects,NPI/NCI,verbal agr.,binding,morphology,nominal structure,quantifier,category,acceptability
677,ChatGPT,0,,トンネルが安全に通られ遮断された。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1113,ChatGPT,1,,彼女はよく笑い話をする。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1819,ChatGPT,0,,この部屋は広さの広いです。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1327,ChatGPT,1,,佐藤さんがお客様にご予約を承った。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
599,ChatGPT,0,,空港が忙しく運営され閉じられた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2116,ChatGPT,1,,昨日試した新しいレシピはとても成功した。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
1637,ChatGPT,0,,犬が隠したどこにボールか飼い主は探している。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
1901,ChatGPT,0,,彼は頭がいいだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
407,ChatGPT,0,*,彼が昨日見たドラマは感動的だが、彼女が見たは退屈だった。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1117,ChatGPT,1,,この料理は食べにくい。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1722,ChatGPT,1,,彼の計画は具体的で実用的だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
1523,ChatGPT,0,,美穂は隆がどのようにして彼女のバイクを壊したのか怖がっているの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
189,ChatGPT,0,*,彼女は全然誰もの提案を受け入れなかった。,彼女は全然誰もの提案を受け入れなかった。,She didn't accept anyone's suggestion at all.,She-TOP at all who-MO-GEN suggestion-ACC accept-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
2239,ChatGPT,1,,良子は自分の料理スキルを向上させたいと思っている。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
757,ChatGPT,1,,達也は自分の研究に没頭した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2542,ChatGPT,0,,犬は彼に散歩に行かせる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1511,ChatGPT,0,,どの科目を彼女がどの教科書を使ったか聞いたことがありますか？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
1170,ChatGPT,1,,彼は車を運転し始めた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
2164,ChatGPT,1,,今日会った古い友人との再会は心温まるものだった。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
38,ChatGPT,1,g,誰もその問題を理解しなかった。,誰もその問題を理解しなかった。,Nobody understood that issue.',no one that issue-ACC understand-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
2304,ChatGPT,1,,彼は一切のスナックを食べない。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
2438,ChatGPT,1,,子供たちは映画を見て笑っている。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
375,ChatGPT,0,*,彼女が先週行った公園は広いが、彼が行ったは狭い。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1952,ChatGPT,0,,彼女は彼ので待っている。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
627,ChatGPT,0,,ジュースが冷たく冷やされ温まった。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1403,ChatGPT,0,,彼女が店員をお呼びになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2280,ChatGPT,1,,翔平は自分の健康に気を使い始めた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
1809,ChatGPT,0,,どこで彼が休んだか場所は静かではない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
912,ChatGPT,1,,彼は一週間で5キロ走った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1464,ChatGPT,0,,この回答は小さいです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2021,ChatGPT,1,,彼女は学生です。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1500,ChatGPT,0,,あの男性は平らです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1209,ChatGPT,0,,彼は早起きしようとで決めた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
409,ChatGPT,0,*,私が昨日参加した会議は有意義だったが、父が参加したは無駄だった。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1757,ChatGPT,0,,彼女は全然何もの料理も試さなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1049,ChatGPT,0,,その店には商品が100点看板だ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2598,ChatGPT,0,,花を見る彼女に植えられる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1069,ChatGPT,0,,彼女が飲んだのはワインを二本ビールだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2402,ChatGPT,1,,私は昨日友達と映画を見た。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
654,ChatGPT,0,,芝生が緑豊かに刈られ伸びた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
579,ChatGPT,0,,話題が楽しく交わされ終わった。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
673,ChatGPT,0,,ガーデンが美しく整備され荒れた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
884,ChatGPT,0,,理恵は自分の才能をに発揮した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1083,ChatGPT,0,,彼が絵を二杯描いた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2076,ChatGPT,1,,この映画は面白いです。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2545,ChatGPT,0,,人のことに出しにくい口について議論した。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
337,ChatGPT,0,*,彼女は歌を聞かなかったが、彼は友達が推薦するを聞いた。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,unacceptable
908,ChatGPT,1,,彼は全員に挨拶をした。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
2461,ChatGPT,1,,彼女は昼休みに散歩をした。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1250,ChatGPT,0,,彼は新しい仕事をで探そうとしている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1533,ChatGPT,0,,翔は明日香がどのようにして彼の信頼を裏切ったのか疑っているの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
2224,ChatGPT,1,,そのレシピの料理法は簡単で美味しい。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
973,ChatGPT,1,,彼女はその詩を全て暗記した。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
2417,ChatGPT,1,,彼女は友達とカラオケに行った。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1061,ChatGPT,0,,彼女が訪れたのは国を4つ町だ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1330,ChatGPT,1,,高橋さんが上司に出張の結果をご報告した。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
174,ChatGPT,0,*,彼女は一切のアドバイスを全然受け入れなかった。,彼女は一切のアドバイスを全然受け入れなかった。,She didn't accept any advice at all.,She-TOP any advice-ACC at all accept-NEG,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
943,ChatGPT,1,,その店にはテーブルが10個ある。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
308,ChatGPT,1,*,シェフは新しいメニューを導入すると発表した。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
1544,ChatGPT,0,,明美は哲郎がなぜ彼女の提案を却下したのか傷ついているの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
413,ChatGPT,0,*,彼が先週試したスポーツはエキサイティングだが、彼女が試したは退屈だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1731,ChatGPT,1,,彼女のアドバイスは的確で役に立つ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
1751,ChatGPT,0,,私は全く彼の何もの提案も受け入れなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
2284,ChatGPT,1,,敦史は自分の子供たちとキャンプに行った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
523,ChatGPT,1,,学生たちは新しいプロジェクトを始めるのを計画している。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
2134,ChatGPT,1,,先週終えたプロジェクトは大成功だった。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
2007,ChatGPT,0,,彼女は上手な弾く。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
422,ChatGPT,0,*,私はその安いより高品質な靴を買った。,,,,False,False,True,True,False,False,False,False,False,False,False,False,ellipsis,unacceptable
363,ChatGPT,0,*,私は買い物に行かなかったが、彼は妹が行くを行った。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,unacceptable
945,ChatGPT,1,,彼女は花を一束贈った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
2270,ChatGPT,1,,裕太郎は自分の仕事に誇りを持っている。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2448,ChatGPT,1,,母が夕食を作った。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1123,ChatGPT,1,,この問題は解きにくい。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1394,ChatGPT,0,,友人が教授をお祝いになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1406,ChatGPT,0,,学生がアルバイトの先輩をご敬愛になる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1777,ChatGPT,0,,彼は決して何もの書を書かなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
2120,ChatGPT,1,,先週末に行った展示会は目を見張るものがあった。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
1172,ChatGPT,1,,このゲームは難しすぎる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1843,ChatGPT,0,,学校にあるのは速いの図書館だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1474,ChatGPT,0,,この意見が泣いています。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2572,ChatGPT,0,,猛獣に餌をやる時間が今になる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1494,ChatGPT,0,,彼女は狭いです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1319,ChatGPT,1,,彼女がチームメイトにアイデアをお聞きした。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
401,ChatGPT,0,*,彼が昨夜見た映画は怖かったが、彼女が見たは面白くなかった。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1797,ChatGPT,0,,どのように彼が解決したか方法は古い。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
1568,ChatGPT,1,,子供たちがどのゲームを好むか親は予想できない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
1340,ChatGPT,1,,彼女は先週の金曜日に病院に行ったよ。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
600,ChatGPT,0,,ソファが快適に使われ移動された。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2530,ChatGPT,0,,猫は彼に餌をやる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1927,ChatGPT,0,,彼女が石鹸に洗った。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
2606,ChatGPT,0,,彼に運転された車。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
378,ChatGPT,0,*,彼女が今朝作った朝食は健康的だが、彼が作ったは不健康だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1352,ChatGPT,1,,私たちは昨日のコンサートを楽しみましたよ。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1891,ChatGPT,0,,私は泳ぐ上手だけど。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1003,ChatGPT,0,,彼女がメールを3輪送った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
721,ChatGPT,1,,昌平は自分の計画を実行に移した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
1798,ChatGPT,0,,どこで彼女がこれを見つけたか場所は秘密だ。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
56,ChatGPT,1,g,私たちは一切の手紙を受け取らなかった。,私たちは一切の手紙を受け取らなかった。,We didn't receive any letters at all.',we-TOP any letters-ACC receive-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1400,ChatGPT,0,,子供が親をご指導になる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1033,ChatGPT,0,,彼女が歌ったのは歌を5曲ダンスだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
548,ChatGPT,1,,彼女は新しいプログラムを学ぶのを始めた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
917,ChatGPT,1,,彼はその試験で一問も間違えなかった。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1275,ChatGPT,0,,この料理はが辛い。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1410,ChatGPT,0,,彼が兄弟をお招きになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1025,ChatGPT,0,,この部屋には椅子が5つ机だ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
272,ChatGPT,1,*,私がこの街で一番好きなカフェは古い図書館を改装したものだ。,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,acceptable
1726,ChatGPT,1,,その本は詳細で役立つ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
1839,ChatGPT,0,,そこに立っているのは青いの音楽家だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1861,ChatGPT,0,,彼らは病院をした。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
381,ChatGPT,0,*,彼女が昨日話した話は面白いが、友達が話したは退屈だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
2088,ChatGPT,0,,どの科目を彼女がどの先生が教えたか分かりますか？,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,unacceptable
58,ChatGPT,1,g,彼女は全然質問しなかった。,彼女は全然質問しなかった。,She didn't ask any questions at all.',she-TOP at-all questions-ACC ask-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1292,ChatGPT,1,,彼が同僚に協力をお願いしました。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1055,ChatGPT,0,,彼女が買ったのは花を10本木だ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1587,ChatGPT,1,,佐々木さんがどの店で買い物をするか友達は予想できない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
1622,ChatGPT,1,,犬がどこで骨を隠すか猫は気にしない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
290,ChatGPT,1,*,シェフは新しいレシピを試すと発表した。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
2077,ChatGPT,1,,彼女は中国語が話せます。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1317,ChatGPT,1,,私がお客様に新商品をご案内いたした。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
34,ChatGPT,1,g,誰も彼の計画に疑問を持たなかった。,誰も彼の計画に疑問を持たなかった。,Nobody doubted his plan.',no one his plan-DAT doubt-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
611,ChatGPT,0,,星座が美しく眺められ忘れられた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1006,ChatGPT,0,,彼女がスカートを2台履いた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
474,ChatGPT,1,,彼は新しい計画を立てるのを試みた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
414,ChatGPT,0,*,彼女が昨日聞いた話は興味深かったが、友達が聞いたはありふれていた。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
650,ChatGPT,0,,カフェが居心地良く開かれ閉められた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2251,ChatGPT,1,,陽子は彼女の花壇に新しい花を植えた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2391,ChatGPT,1,,その公園は広くて緑が多い。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1331,ChatGPT,1,,彼が顧客に製品の特長をご紹介した。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1923,ChatGPT,0,,彼がボタンに押した。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
990,ChatGPT,0,,子どもが絵本を3人読んだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2327,ChatGPT,1,,彼は新しい本を読み始めた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
639,ChatGPT,0,,本が丁寧に整理され乱れた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
573,ChatGPT,0,,約束が守られ破られた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2490,ChatGPT,1,,私たちはキャンプを楽しんだ。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
2254,ChatGPT,1,,真樹は自分のプロジェクトを成功させた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2018,ChatGPT,0,,その本は面白いだった。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
2027,ChatGPT,1,,彼は医者です。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2638,ChatGPT,0,,彼女に作られるケーキが食べる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1993,ChatGPT,1,,彼女は猫が好きだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
385,ChatGPT,0,*,私が昨日会った教師は優秀だが、友達が会ったは普通だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
633,ChatGPT,0,,木が力強く伸ばされ切られた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1222,ChatGPT,0,,この問題はが解決しにくい。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1411,ChatGPT,0,,子供が教師をお送りになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1981,ChatGPT,0,,猫は可愛いだろう。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
2075,ChatGPT,1,,彼女はピアノを弾きます。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
191,ChatGPT,0,*,今日は誰が犬にも触れなかった。,今日は誰が犬にも触れなかった。,"Today, nobody even touched the dog.",Today-TOP who-NOM dog-DAT also touch-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1246,ChatGPT,0,,彼女の声にを耳を傾ける。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
782,ChatGPT,0,,敏郎は自分の子供たちをで学校に送った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
300,ChatGPT,1,*,先生は生徒に宿題を提出するように言った。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
61,ChatGPT,1,g,誰もそのアイデアを気に入らなかった。,誰もそのアイデアを気に入らなかった。,Nobody liked that idea.',no one that idea-ACC like-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
54,ChatGPT,1,g,彼は一切のコーヒーを飲まなかった。,彼は一切のコーヒーを飲まなかった。,He didn't drink any coffee whatsoever.',he-TOP any coffee-ACC drink-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1614,ChatGPT,1,,店員がどの果物を勧めるかお客さんは気にしない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
2129,ChatGPT,1,,最近始めたダイエットは順調に進んでいる。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
849,ChatGPT,0,,翔子は自分の夢をこ大切にした。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
2582,ChatGPT,0,,公園で遊んだ子供たちが見る。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
2031,ChatGPT,1,,彼は背が高いです。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
461,ChatGPT,1,,彼は昼食を食べるのを遅らせた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
485,ChatGPT,1,,彼は新しい言語を学ぶのを始めた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
387,ChatGPT,0,*,彼女が先週終えたプロジェクトは成功だが、彼が終えたは失敗だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1907,ChatGPT,0,,彼女がジュースに飲んだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1510,ChatGPT,0,,どのゲームを彼がどのキャラクターを選んだか知っていますか？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
1242,ChatGPT,0,,彼は計画にの従って進んでいる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1306,ChatGPT,1,,田中さんが部長に報告をいたした。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1958,ChatGPT,1,,彼は彼女と映画を見る。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
367,ChatGPT,0,*,彼は料理をしなかったが、彼女は母が教えるをした。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,unacceptable
1498,ChatGPT,0,,彼らは厚いです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
623,ChatGPT,0,,サンドイッチが丁寧に作られ落とされた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2597,ChatGPT,0,,車が彼に運転される。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1781,ChatGPT,0,,彼は全然何もの計画も立てなかった,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
907,ChatGPT,1,,その学校には生徒が300人いる。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
2074,ChatGPT,1,,私の部屋は小さいです。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2096,ChatGPT,0,,どの料理を彼女がどのレシピを作ったか知っていますか？,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,unacceptable
2234,ChatGPT,1,,一郎は自分の学習計画を見直している。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
495,ChatGPT,1,,彼女は新しい技術を学ぶのを続けている。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
196,ChatGPT,0,*,彼はまったく誰もを感動させなかった。,彼はまったく誰もを感動させなかった。,He didn't impress anyone at all.,He-TOP at all who-MO-ACC impress-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1183,ChatGPT,0,,この料理は塩辛のすぎる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
268,ChatGPT,1,*,彼女が新しく始めたビジネスはエコフレンドリーな製品を扱うものだ。,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,acceptable
1419,ChatGPT,0,,彼が親友をお迎えになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2243,ChatGPT,1,,美和は彼女の趣味の写真をSNSに投稿した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2370,ChatGPT,1,,大塚さんが顧客にデモンストレーションをお見せになった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
71,ChatGPT,1,g,彼女はほとんど甘いものを食べない。,彼女はほとんど甘いものを食べない。,She hardly eats sweets.',she-TOP almost sweet things-ACC eat-NEG-NONPAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1725,ChatGPT,1,,彼女の話は面白くて教育的だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
2378,ChatGPT,1,,彼女は手紙を書いている。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1842,ChatGPT,0,,彼が作っているのは重いのサラダだ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
78,ChatGPT,1,g,私達は一度もその映画を見なかった。,私達は一度もその映画を見なかった。,We never watched that movie.',we-TOP once-even that movie-ACC watch-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
598,ChatGPT,0,,ギターが上手に弾かれ静まった。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
585,ChatGPT,0,,謎が巧みに解かれ忘れられた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2436,ChatGPT,1,,彼は料理教室に通っている。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
577,ChatGPT,0,,指示が適切に従われ変更された。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2429,ChatGPT,1,,彼は自転車で郵便局へ行った。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
511,ChatGPT,1,,学生は新しいプロジェクトに参加するのを希望している。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
